"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2011","2011",1.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2012","2012",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2013","2013",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2014","2014",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2015","2015",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2016","2016",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2017","2017",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2018","2018",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2019","2019",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2020","2020",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2010","2010",0.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2011","2011",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2012","2012",0.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2013","2013",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2014","2014",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2015","2015",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2016","2016",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2017","2017",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2018","2018",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2019","2019",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2020","2020",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DNK","Denmark","2021","2021",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2010","2010",6.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2011","2011",10.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2012","2012",10,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2013","2013",3.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2014","2014",3.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2015","2015",3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2016","2016",7.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2017","2017",7.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2018","2018",8.7,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2019","2019",10.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2020","2020",5.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2021","2021",0.6,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2010","2010",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2011","2011",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2012","2012",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2013","2013",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2014","2014",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2015","2015",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2016","2016",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2017","2017",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2018","2018",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2019","2019",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2020","2020",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2021","2021",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2010","2010",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2011","2011",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2012","2012",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2013","2013",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2014","2014",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2015","2015",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2016","2016",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2017","2017",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2018","2018",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2019","2019",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2020","2020",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FIN","Finland","2021","2021",0.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2010","2010",7.8,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2011","2011",23,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2012","2012",1.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2013","2013",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2014","2014",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2015","2015",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2016","2016",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2017","2017",0.8,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2018","2018",4.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2019","2019",3.9,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2020","2020",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","FRA","France","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2010","2010",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2011","2011",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2012","2012",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2013","2013",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2014","2014",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2015","2015",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2016","2016",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2017","2017",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2018","2018",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2019","2019",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2020","2020",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","FRA","France","2021","2021",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2014","2014",14.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2015","2015",11,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2016","2016",16.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2017","2017",19.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2018","2018",15.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2019","2019",11.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2020","2020",3.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2021","2021",0.9,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2010","2010",1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2011","2011",2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2012","2012",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2013","2013",2.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2014","2014",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2015","2015",3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2016","2016",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2017","2017",1.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2018","2018",0.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2019","2019",0.6,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2020","2020",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2010","2010",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2011","2011",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2012","2012",0.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2013","2013",0.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2014","2014",0.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2015","2015",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2016","2016",1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2017","2017",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2018","2018",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2019","2019",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2020","2020",0.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","DEU","Germany","2021","2021",0.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2010","2010",0.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2011","2011",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2012","2012",0.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2013","2013",0.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2014","2014",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2015","2015",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2016","2016",0.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2017","2017",0.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2018","2018",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2019","2019",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2020","2020",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2010","2010",1.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2011","2011",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2012","2012",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2013","2013",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2014","2014",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2015","2015",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2016","2016",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2017","2017",9,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2018","2018",21.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2019","2019",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2020","2020",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2010","2010",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2011","2011",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2012","2012",0.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2013","2013",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2014","2014",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2015","2015",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2016","2016",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2017","2017",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2018","2018",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2019","2019",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2020","2020",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","GRC","Greece","2021","2021",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2010","2010",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2011","2011",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2012","2012",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2013","2013",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2014","2014",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2015","2015",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2016","2016",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2017","2017",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2018","2018",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2019","2019",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2020","2020",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2010","2010",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2011","2011",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2012","2012",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2013","2013",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2014","2014",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2015","2015",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2016","2016",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2017","2017",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2018","2018",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2019","2019",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2020","2020",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2010","2010",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2011","2011",0.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2012","2012",0.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2013","2013",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2014","2014",0.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2015","2015",0.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2016","2016",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2017","2017",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2018","2018",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2019","2019",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2020","2020",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","HUN","Hungary","2021","2021",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2010","2010",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2011","2011",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2012","2012",11.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2013","2013",9.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2015","2015",1.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2016","2016",4.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2017","2017",5.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2018","2018",4.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2019","2019",1.7,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2020","2020",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2010","2010",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2011","2011",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2012","2012",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2013","2013",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2014","2014",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2015","2015",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2016","2016",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2017","2017",0.9,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2018","2018",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2019","2019",2.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2020","2020",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2010","2010",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2011","2011",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2012","2012",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2013","2013",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2014","2014",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2015","2015",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2016","2016",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2017","2017",1.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2018","2018",1.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2019","2019",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2020","2020",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ISL","Iceland","2021","2021",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2010","2010",2.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2011","2011",5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2012","2012",10,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2013","2013",3.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2014","2014",1.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2015","2015",2.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2016","2016",4.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2017","2017",5.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","IRL","Ireland","2018","2018",2.4,,
